SMED30000044 ASI4B
SMED30031755 WDR34
SMED30031773 MSH2
SMED30031767 FAAH1
SMED30031757 NUDT8
SMED30031780 RAB5A
SMED30031786 BRE4
SMED30031752 CNNM4
SMED30031764 ACTP
SMED30031794 MEF2A
SMED30031800 AAMDC
SMED30031804 KLK13
SMED30031801 CALM3
SMED30031807 MRM1
SMED30031820 BC11A
SMED30031788 JAG1
SMED30031823 TR1L1
SMED30031818 JIP3
SMED30031821 SUP9
SMED30031822 EPS8
SMED30031809 FZO1
SMED30031808 S43A3
SMED30031852 SMAP2
SMED30031842 INO80
SMED30031858 SMC4
SMED30031847 ZN814
SMED30031830 SCND3
SMED30031859 BND7A
SMED30031838 PCF11
SMED30031832 ATE1
SMED30031854 S6A14
SMED30031848 PGBD4
SMED30031849 CELF3
SMED30031844 ARF
SMED30031835 ZN782
SMED30031878 EAF2
SMED30031893 XRN2
SMED30031890 PP16B
SMED30031881 DNJC7
SMED30031885 IPP2
SMED30031880 F227B
SMED30031891 TIGD1
SMED30031873 BAP18
SMED30031862 RB27B
SMED30031861 HDA2
SMED30031879 MOK
SMED30031882 NPFR
SMED30031892 ALG12
SMED30031888 LAR1B
SMED30031874 DEGPL
SMED30031877 RGLG3
SMED30031920 CML13
SMED30031913 SC6A7
SMED30031925 ANRA2
SMED30031909 RM37
SMED30031916 RS30
SMED30031903 SAP
SMED30031921 SMAD5
SMED30031908 TM231
SMED30031926 YL093
SMED30031924 COL11
SMED30031919 FBX16
SMED30031930 RNOY
SMED30031915 TRPM2
SMED30031929 LYAR
SMED30031900 DYRK2
SMED30031912 ISG15
SMED30031931 LPIN3
SMED30031962 FZD8
SMED30031947 ACBG2
SMED30031966 MIEN1
SMED30031945 F228B
SMED30031952 UBIL
SMED30031936 NXF2
SMED30031932 PRPK
SMED30031956 STUM
SMED30031949 OPSB
SMED30031950 POL2
SMED30031955 IFT52
SMED30031958 IQGA1
SMED30031978 TERT
SMED30032000 RMD3
SMED30031977 CFA45
SMED30031968 OXLT
SMED30031984 SEP15
SMED30031985 S47A1
SMED30031989 TIGD6
SMED30031988 CD047
SMED30031976 KDM5
SMED30031982 NNTM
SMED30031995 S26A5
SMED30031974 YG31B
SMED30032016 DRD2L
SMED30032006 CTR2
SMED30032031 CC084
SMED30032013 SETMR
SMED30032019 MOEH
SMED30032025 NPFR
SMED30032039 GPN3
SMED30032022 FA46A
SMED30032033 MAGI2
SMED30032034 R113A
SMED30032015 SIL1
SMED30032008 PDE4D
SMED30032014 SSR1
SMED30032069 PABP
SMED30032066 AAKB2
SMED30032072 DESI1
SMED30032065 AMT2
SMED30032052 CKAP5
SMED30032044 ERCC3
SMED30032074 ABCA1
SMED30032054 RREB1
SMED30032062 TAF5
SMED30032045 PORCN
SMED30032063 SCND3
SMED30032048 M17L2
SMED30032050 CDC42
SMED30032067 TRF6B
SMED30032043 UNC4
SMED30032055 S23A1
SMED30032068 RAB3
SMED30003246 SMC4
SMED30003242 WDR3
SMED30003249 L2CC
SMED30003259 PSA
SMED30003264 TNNC3
SMED30003270 ALS
SMED30003263 UBP24
SMED30003255 ZMYM6
SMED30003258 LMLN
SMED30003261 RFFL
SMED30003257 UVRC
SMED30003248 DHR11
SMED30003251 SPK1
SMED30003268 TM246
SMED30003269 RTN1
SMED30032107 PCKGM
SMED30032090 PCDH9
SMED30032104 FICD
SMED30032093 MKH1
SMED30032094 RIAD1
SMED30032082 SRP09
SMED30032110 TRAF2
SMED30032088 SPON1
SMED30032105 GALT5
SMED30032100 FBX36
SMED30032098 GRWD1
SMED30032108 PCDH1
SMED30032117 TTC1
SMED30032123 TF28
SMED30032134 FBX32
SMED30032143 MOT12
SMED30032146 PIMT
SMED30032147 TRAF1
SMED30032130 CA2D1
SMED30032115 GMDS
SMED30032120 DJC27
SMED30032122 CLASR
SMED30032126 ADGB
SMED30032139 XIAP
SMED30032132 ZC21A
SMED30032112 SRR
SMED30032141 BD31B
SMED30032135 DBP2
SMED30032145 and
SMED30032160 FLNC
SMED30032169 GATM
SMED30032153 VATB
SMED30032171 S22A5
SMED30032178 TIGD1
SMED30032181 EXT3
SMED30032159 OSBL6
SMED30032156 SC6A5
SMED30032157 UNC9
SMED30032168 PPIG
SMED30032163 RFX4
SMED30032182 KLK13
SMED30032151 POL2
SMED30032201 ANKHM
SMED30032216 SCYL2
SMED30032215 DTHD1
SMED30032184 NPY
SMED30032193 DDX24
SMED30032186 SYRC
SMED30032188 PABP2
SMED30032195 ABLM1
SMED30032202 DCDC5
SMED30032205 DPOM
SMED30032240 UBC12
SMED30032255 CHD1
SMED30032237 NLRC3
SMED30032231 ROA2
SMED30032247 PLPP1
SMED30032236 LOX5
SMED30032230 ZBED5
SMED30032239 SHK2
SMED30032249 E2AK4
SMED30032221 CCKA
SMED30032254 CCD12
SMED30032233 GFRA1
SMED30032243 DNJC1
SMED30032227 KLC3
SMED30032238 SC23A
SMED30032283 EXOS2
SMED30032291 TRAF3
SMED30032282 UNC7
SMED30032264 CELF5
SMED30032272 FMNRE
SMED30032284 GTD2B
SMED30032280 KAT6B
SMED30032277 POL2
SMED30032268 ALKB6
SMED30032276 DAPK2
SMED30032278 GMPPB
SMED30032257 RT28
SMED30032314 PHM
SMED30032297 KCD16
SMED30032319 NUCL
SMED30032302 PPIG
SMED30032295 CSN2
SMED30032316 AEN
SMED30032321 SHC2
SMED30032323 RHA2B
SMED30032320 CLK2
SMED30032317 NOTC3
SMED30032308 ETV4
SMED30032305 NOSTN
SMED30032299 WHITE
SMED30032325 TENS3
SMED30032343 POL
SMED30032342 CNBD2
SMED30032362 NIR
SMED30032345 CL065
SMED30032335 CAB32
SMED30032341 ANK3
SMED30032338 FLNB
SMED30032349 AB17C
SMED30032329 GFRP
SMED30032336 PO21
SMED30032346 TTC27
SMED30032358 ARRB
SMED30032339 FUCL6
SMED30032359 MOT12
SMED30032328 CPNE8
SMED30032354 FZO1
SMED30032364 GRM1B
SMED30032396 Y132A
SMED30032373 CP135
SMED30032366 PRO
SMED30032380 SMRCD
SMED30032389 NCKX5
SMED30032397 AIM41
SMED30032386 POL4
SMED30032384 LEV9
SMED30032381 DDX28
SMED30032395 TBX2B
SMED30032370 B3GLT
SMED30032385 FUT8
SMED30032372 CCD40
SMED30032400 TBD
SMED30032417 AR
SMED30032404 DS
SMED30032434 ANC2
SMED30032418 CDKC1
SMED30032416 TLR1
SMED30032428 PCDH9
SMED30032424 RT17
SMED30032401 TBCE
SMED30032426 PO4F3
SMED30032414 FIBP
SMED30032422 SNG2
SMED30032411 SMUF2
SMED30032406 M3K3
SMED30032421 ADCY9
SMED30032423 RMD1
SMED30032409 KS6B1
SMED30032419 SCM1B
SMED30032429 SUR1
SMED30032430 FEM1
SMED30032412 RKIN1
SMED30032432 SFXN1
SMED30000345 PDE2A
SMED30000341 ANPRA
SMED30000360 CD9
SMED30000351 DUR3
SMED30000370 LCTA
SMED30000365 NDST
SMED30000357 SOX2
SMED30000367 FXC1A
SMED30000338 PKHG7
SMED30003304 TXNL1
SMED30003298 F151B
SMED30003296 KC1AL
SMED30003301 RTTN
SMED30003293 KIF15
SMED30003297 ZN236
SMED30003288 EDEM2
SMED30003277 LAT1
SMED30003279 N4BP1
SMED30003287 NRT
SMED30003291 MLE
SMED30003276 ATOH8
SMED30003281 SETMR
SMED30032460 BIRC3
SMED30032439 HYCCI
SMED30032471 PCDGA
SMED30032445 CML8
SMED30032441 ARP19
SMED30032463 KC1G1
SMED30032436 APMAP
SMED30032470 LPXH
SMED30032457 PIGP
SMED30032444 DPH3
SMED30032461 ZBED5
SMED30032458 PP2B2
SMED30032446 RFOX3
SMED30032437 SERC3
SMED30032442 ENTP5
SMED30032456 ALDH2
SMED30032469 FEOB
SMED30032438 OPSD
SMED30032465 NPC2
SMED30032443 SYI
SMED30032502 GRM2
SMED30032474 CATC
SMED30032482 AMNF
SMED30032498 FTM
SMED30032500 RIC1
SMED30032503 NLGNX
SMED30032505 CC174
SMED30032491 NFU1
SMED30032472 ZMYM6
SMED30032483 CSK
SMED30032481 PRLD1
SMED30032487 KCC1G
SMED30032506 PHOCN
SMED30032484 PC11Y
SMED30032475 PANK2
SMED30032499 REST
SMED30032477 EDF1
SMED30032486 CO061
SMED30032476 EF1A1
SMED30032543 FUCL1
SMED30032524 SECA
SMED30032529 ANR44
SMED30032540 ZBED5
SMED30032538 S18B1
SMED30032537 GHITM
SMED30032516 TRI1
SMED30032512 RAB1A
SMED30032522 RAB33
SMED30032514 CNDP2
SMED30032525 ACLY
SMED30032528 MFS4B
SMED30032515 POGK
SMED30032520 MPP7
SMED30032513 TRA2
SMED30032579 LDHA
SMED30032557 PSMD4
SMED30032551 GPR54
SMED30032578 FAT4
SMED30032563 MCM5A
SMED30032555 KAPCB
SMED30032559 TRAF6
SMED30032560 LST8
SMED30032548 S26A8
SMED30032545 DAPA
SMED30032570 TRYP
SMED30032573 PAG15
SMED30032577 CIRBP
SMED30032576 NOSIP
SMED30032556 BST24
SMED30032549 DDX41
SMED30032571 AUR3
SMED30032582 FND3B
SMED30032593 CHM1B
SMED30032591 ARAP2
SMED30032610 KTNB1
SMED30032612 POL
SMED30032581 ELAV3
SMED30032614 GALK1
SMED30032587 DUSTY
SMED30032613 HXC6A
SMED30032586 RAB5C
SMED30032595 SHPK
SMED30032592 OVOL1
SMED30032602 NPDC1
SMED30032609 S46A3
SMED30032588 SPR
SMED30032589 PRS6A
SMED30032580 TBA4A
SMED30032644 ZNT5
SMED30032616 CLHC1
SMED30032643 AMN1
SMED30032631 FOXP4
SMED30032632 GTD2A
SMED30032622 TBA2
SMED30032635 FBXL2
SMED30032629 FMR1
SMED30032630 Y8948
SMED30032624 CFA53
SMED30032628 PI16
SMED30032619 ERF1
SMED30032639 ODP2
SMED30032649 YTX2
SMED30032645 CBX1
SMED30032627 PCDH1
SMED30032618 5HT1R
SMED30032647 TRFR
SMED30032675 QRIC2
SMED30032672 AP3D1
SMED30032657 ZBED5
SMED30032667 TCP4
SMED30032680 RL3
SMED30032687 SYAP1
SMED30032674 CP062
SMED30032659 CBPB
SMED30032682 MMSA
SMED30032668 AXDN1
SMED30032686 TRAF3
SMED30032654 ALKB1
SMED30032655 ARMC6
SMED30032690 BAK
SMED30032708 ICLN
SMED30032696 1433E
SMED30032717 UFD1
SMED30032722 DIA1
SMED30032718 GLT1
SMED30032694 SCND3
SMED30032688 CDK1
SMED30032692 H3
SMED30032723 RAD54
SMED30032689 POC1A
SMED30032721 KC1A
SMED30032703 SNW1
SMED30032707 TBB1
SMED30032711 SCND3
SMED30032691 ATAD5
SMED30032705 ZMYM6
SMED30032702 GQ-coupled
SMED30032743 CK049
SMED30032731 KPRS3
SMED30032757 DVL3
SMED30032755 SF3A2
SMED30032733 DCA13
SMED30032750 LAAT1
SMED30032727 YTHD2
SMED30032746 SESQ1
SMED30032739 ACTY
SMED30032747 BEST2
SMED30032740 PIMT
SMED30032752 FBX38
SMED30032785 LITAF
SMED30032788 MELK
SMED30032784 PP4C
SMED30032773 NELFD
SMED30032786 RX
SMED30032789 YMD3
SMED30032795 RBSK
SMED30032774 FHL2
SMED30032770 MORC2
SMED30032792 ZBED5
SMED30032780 PP2BA
SMED30032777 VIR
SMED30032769 YTDC2
SMED30032781 DJB13
SMED30032775 DYL2
SMED30032771 FKRP
SMED30032760 POLR
SMED30032762 GATC
SMED30032767 TC3A
SMED30003322 HYKK
SMED30003337 POGK
SMED30003312 TRAF3
SMED30003320 DHX35
SMED30003335 LIPG
SMED30003316 CN37
SMED30003343 PPIB
SMED30003321 KDIS
SMED30003333 RS14
SMED30003345 KCD16
SMED30003334 MTEF3
SMED30003332 NUD11
SMED30003323 MARK3
SMED30003347 CC28B
SMED30003346 S12A5
SMED30003330 ANK1
SMED30003313 SELW
SMED30003339 HPCD
SMED30032813 RMIL
SMED30032797 DNJA1
SMED30032801 RPGF3
SMED30032800 DCLK3
SMED30032805 PGPI
SMED30032816 S47A1
SMED30032818 ZAN
SMED30032804 ANKL2
SMED30032815 TIGD4
SMED30032821 ANK1
SMED30032823 NETR
SMED30032827 ARI1
SMED30032819 RERE
SMED30032806 FUCL1
SMED30032811 ANR49
SMED30032844 TIGD6
SMED30032833 TITIN
SMED30032853 ZMYM1
SMED30032861 DUSTY
SMED30032832 POL4
SMED30032841 HEAT6
SMED30032837 TC1D1
SMED30032849 SETMR
SMED30032842 YPEL5
SMED30032865 HHAT
SMED30032859 PRTC
SMED30032855 NOL12
SMED30032858 ENGB
SMED30032870 SPP2B
SMED30032902 SPCS
SMED30032890 VMAT2
SMED30032879 water
SMED30032869 POL
SMED30032876 WDR75
SMED30032898 PACS1
SMED30032899 TRPM2
SMED30032883 UBQ8
SMED30032895 SPF30
SMED30032874 AGUA
SMED30032868 LYRM9
SMED30032871 IMPTA
SMED30032886 DHX15
SMED30032897 SRPRA
SMED30032873 U2AF2
SMED30032885 EMAL1
SMED30032896 RHG10
SMED30032881 CDKL3
SMED30032884 PGBD4
SMED30032893 JADE1
SMED30032882 KDM6A
SMED30032889 RHG39
SMED30032892 FOXD1
SMED30032925 MPEG1
SMED30032910 ANKUB
SMED30032932 NRBP
SMED30032931 VWDE
SMED30032935 SCRT1
SMED30032914 MNS1
SMED30032928 POL4
SMED30032917 TIGD2
SMED30032920 UBP36
SMED30032915 PPBT
SMED30032961 CCG2
SMED30032947 CFA46
SMED30032965 NIT2B
SMED30032960 MRRP1
SMED30032953 RCC1L
SMED30032968 IMT3
SMED30032967 KCNQ5
SMED30032954 PCKG
SMED30032941 TRAF5
SMED30032957 DGKQ
SMED30032970 ITA3
SMED30032950 INT3
SMED30032959 TBA3
SMED30032966 UBC34
SMED30032951 MOS1T
SMED30032940 TMPS3
SMED30032989 CY561
SMED30033010 DAB
SMED30032983 LMF2
SMED30032976 CPT2
SMED30033001 TRAF6
SMED30033011 ZMYM6
SMED30032994 NVL
SMED30032979 ARRB1
SMED30032988 RBM12
SMED30033003 SRC28
SMED30032987 5NTC
SMED30032978 RFBA1
SMED30032977 POL3
SMED30032985 RAB7L
SMED30032993 KCMA1
SMED30033007 COR1B
SMED30033015 FA65A
SMED30033020 KAT6A
SMED30033016 PO22
SMED30033046 FA76A
SMED30033024 FZR1
SMED30033014 TM55A
SMED30033025 SRRM1
SMED30033019 L1CA1
SMED30033043 PAF1
SMED30033035 DNJC2
SMED30033017 TPA
SMED30033031 EF1A
SMED30033032 TRAC5
SMED30033066 UNC9
SMED30033065 UNC9
SMED30033063 MOT12
SMED30033060 GT2D2
SMED30033069 PPM1A
SMED30033051 PPK6
SMED30033072 F26
SMED30033079 UNC9
SMED30033078 K1586
SMED30033073 DYH5
SMED30033077 H2B3
SMED30033053 PSMD4
SMED30033075 MMS19
SMED30033061 UBP8
SMED30033067 CHP1
SMED30033081 TOP3B
SMED30033095 PCDH1
SMED30033102 PLPP1
SMED30033101 NMT2
SMED30033106 ZBED5
SMED30033094 SAHH3
SMED30033118 CDC48
SMED30033108 RHN2B
SMED30033116 TIA1
SMED30033090 HYOU1
SMED30033105 PGAP2
SMED30033100 DHPR
SMED30033099 PLSL
SMED30033098 WDR97
SMED30033119 NF70
SMED30033103 DSH
SMED30033084 ZBED8
SMED30033111 LDHB
SMED30033112 APT
SMED30033117 ANK3
SMED30033089 TBA1C
SMED30033152 S2611
SMED30033130 HOIL1
SMED30033140 ENOF1
SMED30033131 RMI1
SMED30033121 TPTE2
SMED30033149 SRA
SMED30033153 PARD3
SMED30033155 KIN17
SMED30033145 ANK1
SMED30033146 FBX42
SMED30033136 LMAN1
SMED30033139 TRAF3
SMED30003366 DLL1
SMED30003370 TIGD1
SMED30003382 SHOX2
SMED30003376 TMM18
SMED30003351 OPSUV
SMED30003349 TBB1
SMED30003375 STRN3
SMED30003373 TP8L3
SMED30003374 SPTB2
SMED30003360 LIPG
SMED30003364 DHDH
SMED30003354 PCAT2
SMED30003361 OXND1
SMED30003365 AAK1
SMED30003359 NUP50
SMED30003352 E2AK1
SMED30003353 PSMD2
SMED30003362 CSPG4
SMED30003355 IGS10
SMED30003368 TIM22
SMED30033189 KCC2D
SMED30033158 FLOT1
SMED30033182 BRPF1
SMED30033168 MOS1T
SMED30033166 CHID1
SMED30033179 EHD1
SMED30033191 CRNL1
SMED30033173 PSB3
SMED30033170 FYN
SMED30033164 HSP70
SMED30033187 CYCA
SMED30033175 TRAF3
SMED30033174 ACR3
SMED30033165 GLRK
SMED30033206 DRD2A
SMED30033197 DYL2
SMED30033212 GRID1
SMED30033224 FRRS1
SMED30033209 TRAF3
SMED30033227 COQ8B
SMED30033202 YI31B
SMED30033217 EMSY
SMED30033223 TF2B
SMED30033213 EPN2
SMED30033211 RT09
SMED30033216 TIM10
SMED30033204 FRRS1
SMED30033193 BRX1
SMED30033207 ARFRP
SMED30033222 ACBG2
SMED30033237 7UP2
SMED30033251 ABLM1
SMED30033252 CDON
SMED30033254 HSP7D
SMED30033250 MIB1
SMED30033249 ALKB8
SMED30033245 UNC9
SMED30033232 FA81A
SMED30033243 RHG07
SMED30033242 DDR2
SMED30033247 METH
SMED30033268 SLMAP
SMED30033285 QRFPR
SMED30033293 RPB2
SMED30033276 SNF5
SMED30033298 CYH1
SMED30033284 DSCAM
SMED30033265 PFKA
SMED30033266 TBP
SMED30033274 QUEG
SMED30033275 TF2H3
SMED30033282 NCS2
SMED30033283 TIGD1
SMED30033269 PTPRJ
SMED30033271 SMBT1
SMED30033270 ACT
SMED30033279 S39AA
SMED30033326 UGPA
SMED30033302 MEX3B
SMED30033332 ADDA
SMED30033325 5HTR
SMED30033305 POL2
SMED30033329 ERD2
SMED30033304 KN14N
SMED30033303 CSD
SMED30033309 S35F3
SMED30033331 GABR2
SMED30033314 UNC9
SMED30033354 PSD11
SMED30033358 KAPCB
SMED30033369 RINI
SMED30033347 ANK1
SMED30033349 KS6AA
SMED30033353 K0895
SMED30033346 OLA1
SMED30033339 PLPP4
SMED30033367 DHC24
SMED30033370 ACT1
SMED30033366 LKHA4
SMED30033338 TAF2
SMED30033343 EAA1
SMED30033336 RS29
SMED30033368 TIGD4
SMED30033365 TASOR
SMED30033340 PRSR1
SMED30033392 DHR12
SMED30033385 EGR1
SMED30033400 SLD5
SMED30033381 SAXO1
SMED30033402 BTF3
SMED30033383 TTBK1
SMED30033373 P
SMED30033397 YHJC
SMED30033386 MOT12
SMED30033380 HEXB
SMED30033398 SAT2
SMED30033407 DZIP1
SMED30033399 RB11A
SMED30033396 FABF
SMED30033390 PO21
SMED30033405 NUD17
SMED30033394 RASF1
SMED30033382 PGBD4
SMED30033378 PLCD
SMED30033376 FEM1A
SMED30033439 CAC1S
SMED30033413 AAKB2
SMED30033412 CLAP1
SMED30033414 YI31B
SMED30033437 CCR4
SMED30033430 TBA
SMED30033419 5HT1R
SMED30033422 MRP4
SMED30033431 PCDH1
SMED30033424 SMTN
SMED30033427 NUOD
SMED30033408 YI31B
SMED30033442 BETB
SMED30033409 GT2D2
SMED30033438 MOS1T
SMED30033418 NSUN7
SMED30033415 CATL1
SMED30033434 SENP7
SMED30033436 HELZ
SMED30033410 TBA1
SMED30033426 HTR5B
SMED30033423 ZMYM1
SMED30033411 TEGU
SMED30033464 RSPRY
SMED30033463 ZBED5
SMED30033447 BETA
SMED30033456 TPD52
SMED30033477 PLMN
SMED30033469 ESF2
SMED30033478 DI3L1
SMED30033476 ZN395
SMED30033471 SNX2
SMED30033467 SAP
SMED30033451 BORC5
SMED30033472 PSME3
SMED30033446 YPT2
SMED30033466 H4
SMED30033491 PCDH9
SMED30033494 TLL2
SMED30033502 ADA10
SMED30033489 MEC4
SMED30033508 RM47
SMED30033495 TC1DA
SMED30033488 UBI1P
SMED30033515 UBA6
SMED30033503 BIOA
SMED30033498 ESCO2
SMED30033511 AAKG3
SMED30033487 CFA70
SMED30033482 SET1
SMED30033480 ATPF2
SMED30003418 GBB
SMED30003404 NMDE1
SMED30003389 SRF
SMED30003391 AB5F
SMED30003388 ELMD1
SMED30003401 OAR
SMED30003415 SYNM
SMED30003397 OAR1
SMED30003394 TIGD6
SMED30003390 TCB1
SMED30003417 SCND3
SMED30003409 BMP2B
SMED30003392 MIB1
SMED30003406 BEST1
SMED30003408 CEP89
SMED30033538 TOP2A
SMED30033517 HGP2
SMED30033551 HXK
SMED30033523 ACSS3
SMED30033539 SSR4
SMED30033533 MP2K1
SMED30033537 SDCB2
SMED30033534 POL2
SMED30033529 AOF
SMED30033527 RIR2
SMED30033540 SLX1
SMED30033522 CATC
SMED30033520 SSL1
SMED30033541 LRC63
SMED30033568 SGK3
SMED30033554 PGFS
SMED30033573 VE1
SMED30033572 ZCHC2
SMED30033585 ELO3
SMED30033570 PPM1D
SMED30033586 TYPA
SMED30033571 ZBED4
SMED30033566 IQEC1
SMED30033577 VGFR1
SMED30033582 PACN1
SMED30033569 CMC1
SMED30033587 AR
SMED30033557 POL4
SMED30033563 AGUA
SMED30033605 TPRA1
SMED30033602 MT21A
SMED30033598 GBRB2
SMED30033589 PCKGC
SMED30033597 FUCL5
SMED30033621 DCOR
SMED30033600 MCM6
SMED30033590 WECB
SMED30033595 IAH1
SMED30033623 FBXL7
SMED30033622 PCDH1
SMED30033606 TYRO
SMED30033596 BBS4
SMED30033594 FUTSC
SMED30033655 BEST3
SMED30033633 PI16
SMED30033638 DUR3
SMED30033649 NDUV2
SMED30033630 POL4
SMED30033651 NU153
SMED30033644 K2012
SMED30033650 IF4E
SMED30033632 RT35
SMED30033635 TF2H4
SMED30033628 PCFT
SMED30033627 GABR1
SMED30033645 ANR42
SMED30033656 AXIN2
SMED30033666 UBE4A
SMED30033673 PO22
SMED30033685 SCND3
SMED30033676 MADD
SMED30033683 CDC45
SMED30033675 ARID2
SMED30033694 ELAV2
SMED30033662 MYO1D
SMED30033690 LHPL2
SMED30033686 TRAF3
SMED30033687 DHX8
SMED30033672 KMCP1
SMED30033670 MPIP
SMED30033674 PHF12
SMED30033664 PO21
SMED30033688 CLPT1
SMED30033703 POL3
SMED30033699 PTN23
SMED30033710 S47A2
SMED30033709 UNC80
SMED30033717 ENPP5
SMED30033701 CBX3
SMED30033698 GCNT1
SMED30033702 PNPO
SMED30033722 LETM1
SMED30033715 PGBM
SMED30033704 CNKR2
SMED30033726 MDR1A
SMED30033721 DEG1
SMED30033749 OLA1
SMED30033741 PSB4
SMED30033763 SUI1
SMED30033735 NEUL4
SMED30033757 FXJ1A
SMED30033764 MRP1
SMED30033750 WNK3
SMED30033762 CI116
SMED30033746 UBIQP
SMED30033761 SIN3A
SMED30033752 CSK
SMED30033747 DGC14
SMED30033732 BTBDJ
SMED30033766 ABLM2
SMED30033756 RL37
SMED30033784 SCND3
SMED30033794 KCNQ1
SMED30033786 FUCL1
SMED30033782 IMPA1
SMED30033771 PO21
SMED30033791 CF161
SMED30033777 TMM11
SMED30033795 SPAG1
SMED30033783 SUR1
SMED30033774 CATA
SMED30033785 CCAR1
SMED30033789 HNF6
SMED30033787 Y4251
SMED30033837 TRAF3
SMED30033832 GBRA5
SMED30033835 SYT14
SMED30033817 RHBL4
SMED30033834 RFFL
SMED30033804 SC6A5
SMED30033814 PRP8
SMED30033823 CAHZ
SMED30033836 UBP20
SMED30033839 SP3
SMED30033810 YB4E
SMED30033813 TBX1
SMED30033819 CG050
SMED30033843 5HT1R
SMED30033875 GA2PE
SMED30033840 RPOD
SMED30033850 PHKG1
SMED30033868 KLF4
SMED30033871 UBE2K
SMED30033841 SPRI
SMED30033864 PIM3
SMED30033844 TFAP4
SMED30033848 PKRI1
SMED30033858 GRM1
SMED30033845 PSMD1
SMED30033861 YAM3
SMED30033866 GBA2
SMED30033852 OGG1
SMED30033847 IMT2
SMED30033846 YRBE
SMED30033865 HASP
SMED30033874 M2OM
SMED30003432 MDR1A
SMED30003438 IKKE
SMED30003430 TSN6
SMED30003453 GRIK2
SMED30003449 CP2C7
SMED30003452 TM245
SMED30003422 LIPB
SMED30003448 GNMT
SMED30003425 ZBED8
SMED30003451 PRS7
SMED30003442 RL23
SMED30003423 ZNFX1
SMED30003439 HMCN1
SMED30003427 CB39L
SMED30003431 MAAI
SMED30003443 ALE1
SMED30003446 PGBD3
SMED30033882 SYI
SMED30033909 LRC43
SMED30033876 URM1
SMED30033900 CNST
SMED30033910 PDE4E
SMED30033906 UNC50
SMED30033894 GBRB3
SMED30033893 POL3
SMED30033878 KS6B
SMED30033902 SCFD1
SMED30033896 TPPC4
SMED30033884 and
SMED30033880 RFESD
SMED30033930 CBS
SMED30033916 OXDD
SMED30033913 TAF3
SMED30033921 CDK9
SMED30033943 SPP42
SMED30033927 ACSS3
SMED30033936 K0100
SMED30033947 PYM
SMED30033918 UVRAG
SMED30033919 RUVB1
SMED30033924 PK2L1
SMED30033928 TSP1
SMED30033932 ZIG8
SMED30033926 SYM
SMED30033939 ECHM
SMED30033915 PWP2A
SMED30033929 PYRG1
SMED30033982 TUT7
SMED30033964 TCB1
SMED30033955 GGCT
SMED30033972 VPS11
SMED30033974 CASP8
SMED30033978 XIAP
SMED30033983 CAH12
SMED30033979 PP2A
SMED30033976 CP17A
SMED30033970 VKT31
SMED30033957 SYDE
SMED30033981 M3K3
SMED30033949 PDIA5
SMED30033965 DCD
SMED30033962 ZMYM6
SMED30033971 NLK
SMED30033977 JAG1A
SMED30033967 DHYS
SMED30034016 SP17
SMED30034001 NBEL1
SMED30034003 TETX
SMED30034009 PTF1A
SMED30033999 ZMYM1
SMED30033993 TIGD1
SMED30034018 CENP1
SMED30033990 CPNE8
SMED30034013 DAZP2
SMED30033996 TCPH
SMED30034005 QPCT
SMED30034015 IMT3
SMED30034017 PAG15
SMED30034049 S35B4
SMED30034040 IFIH1
SMED30034045 DDAH1
SMED30034055 U520
SMED30034046 NPFR
SMED30034044 YG31B
SMED30034032 ERF1
SMED30034047 ACHA2
SMED30034050 T106A
SMED30034030 STX2
SMED30034043 CATIN
SMED30034054 POL4
SMED30034037 CUED1
SMED30034027 TIGD1
SMED30034031 TRAF3
SMED30034033 BDF1
SMED30034020 NINL
SMED30034021 LIN54
SMED30034068 CTP5C
SMED30034067 SETMR
SMED30034058 PP4CB
SMED30034071 TBAD
SMED30034091 TIGD1
SMED30034086 MTMR3
SMED30034063 NOA1
SMED30034080 LTOR5
SMED30034066 HMCN1
SMED30034077 PCF11
SMED30034087 DBX1
SMED30034056 HVCN1
SMED30034111 SETMR
SMED30034127 TRYT
SMED30034115 TLX3
SMED30034110 DYI3
SMED30034119 SPSB3
SMED30034104 SETMR
SMED30034096 PGPSD
SMED30034093 CAUP
SMED30034124 MORN4
SMED30034109 BRI3
SMED30034121 HEMK2
SMED30034122 PGAM5
SMED30034098 NU145
SMED30034097 cytoplasmic
SMED30034116 ADRM1
SMED30034145 SETMR
SMED30034159 TF26
SMED30034146 MP2K1
SMED30034141 LRC27
SMED30034138 CC113
SMED30034160 MOS1T
SMED30034131 MPP8
SMED30034128 POL2
SMED30034151 SUCHY
SMED30034129 ZBED5
SMED30034155 ATG4C
SMED30034152 RL11
SMED30034139 PTPRQ
SMED30034133 CCDCX
SMED30034135 LRC23
SMED30034156 KLKB1
SMED30034162 ZN106
SMED30034144 POL
SMED30034177 OMA1
SMED30034170 UNC9
SMED30034197 GTR1
SMED30034186 RS1
SMED30034168 KAD3
SMED30034191 PP4C
SMED30034179 non-muscle
SMED30034173 CDPK
SMED30034182 RISA
SMED30034196 PTN4
SMED30034174 K319L
SMED30034165 M17L2
SMED30034175 METL9
SMED30034180 ITA5
SMED30034193 PLD3
SMED30034181 CTNS
SMED30034164 CWC27
SMED30034216 DCC
SMED30034203 DI3L2
SMED30034207 SETMR
SMED30034220 FLOT1
SMED30034210 NDOR1
SMED30034226 NNRD
SMED30034229 EIF2D
SMED30034232 DUS15
